State,Suburb,Reason for seeking support,lat,lon,Service Demand,Service Supply,Demand to Supply Ratio
VIC,BOX HILL SOUTH,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.83661915446939,145.12337423179926,16,3,5.333333333333333
VIC,BRAESIDE,HOUSING,-38.000479071803916,145.12294858701097,36,0,0
VIC,BRAYBROOK,HOUSING|SUPPORT & COUNSELLING,-37.78668473559078,144.85483628482527,54,31,1.7419354838709677
VIC,BREAMLEA,HOUSING,-38.29393083650519,144.38794460603452,3,0,0
VIC,BRIAR HILL,FAMILY VIOLENCE|HOUSING|LAW,-37.7062335894049,145.12107826204607,10,0,0
VIC,BRIGHT,HOUSING|LAW,-36.70381167807994,147.0266507824957,7,3,2.3333333333333335
VIC,BRIGHTON,HOUSING,-37.9084261574805,144.9956864561501,21,26,0.8076923076923077
VIC,BRIGHTON EAST,HOUSING,-37.91734480016537,145.0166737212515,18,14,1.2857142857142858
VIC,BROADFORD,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.2110545097114,145.06309475045063,9,2,4.5
VIC,BROADMEADOWS,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.68256815529173,144.9313242025255,82,18,4.555555555555555
VIC,BROKEN CREEK,FAMILY VIOLENCE|HOUSING|LAW,-36.439652139062744,145.88685086895524,3,0,0
VIC,BROOKFIELD,HOUSING,-37.7083716,144.5519167,17,0,0
VIC,BROOKLYN,HOUSING,-37.8160957028446,144.84148373269707,9,0,0
VIC,BROWN HILL,HOUSING,-37.54887694677648,143.91302246247176,0,1,0
VIC,BRUNSWICK,HOUSING|LAW|SUPPORT & COUNSELLING,-37.76638532753563,144.9612817145069,198,22,9
VIC,BRUNSWICK EAST,HOUSING|SUPPORT & COUNSELLING,-37.76887843436926,144.9774266788348,102,4,25.5
VIC,BRUNSWICK WEST,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.7631224899614,144.9428432901754,89,5,17.8
VIC,BRUTHEN,HOUSING,-37.70712109363469,147.8626361836942,0,1,0
VIC,BUCHAN,EMPLOYMENT|HEALTH|HOUSING|LAW,-37.41612908426632,148.14476390430409,0,1,0
VIC,BUCKLEY SWAMP,HOUSING,-37.858887595785134,142.08679617208549,1,0,0
VIC,BULLEEN,DISABILITIES|HOUSING,-37.76865962421942,145.08696219045356,10,1,10
VIC,BULLENGAROOK,HOUSING,-37.47622994047755,144.4963660733945,5,0,0
VIC,BULLIOH,FAMILY VIOLENCE|HOUSING|LAW,-36.173695558676705,147.3691549802182,4,0,0
VIC,BUNBARTHA,HOUSING,-36.235474632180306,145.33132033310824,2,0,0
VIC,BUNDALAGUAH,HOUSING,-38.02807053505392,147.01751472481388,2,0,0
VIC,BUNDOORA,DISABILITIES|HOUSING,-37.69860580655672,145.05963460908848,324,29,11.172413793103448
VIC,BUNYIP,HOUSING,-38.10005345939622,145.7189388466665,0,2,0
VIC,BUNYIP NORTH,HOUSING,-38.06099912797026,145.72511514309636,2,0,0
VIC,BURNEWANG,HOUSING,-36.477982470228476,144.66685943207207,2,0,0
VIC,BURNLEY,HOUSING,-37.82961579572156,145.01741317370124,139,0,0
VIC,BURNSIDE,HOUSING,-37.749217804634654,144.75304037292187,45,4,11.25
VIC,BURNSIDE HEIGHTS,HOUSING,-37.73218752472037,144.75565703658643,32,0,0
VIC,BURWOOD,HOUSING|SUPPORT & COUNSELLING,-37.849605375562085,145.11132176175897,76,16,4.75
VIC,BURWOOD EAST,DISABILITIES|HEALTH|HOUSING,-37.85358497251512,145.15041263191748,23,12,1.9166666666666667
VIC,BUSHY PARK,HOUSING,-37.859209603592326,147.0177821769689,12,0,0
VIC,BUXTON,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-37.43812939127907,145.7107181977093,1,0,0
VIC,CABARITA,DISABILITIES|HOUSING,-34.206507531462144,142.08550182486144,1,0,0
VIC,CABBAGE TREE CREEK,FAMILY VIOLENCE|HOUSING|LAW,-37.6977322,148.7213366,1,0,0
VIC,CAIRNLEA,HOUSING,-37.7594744356121,144.7878590743532,104,0,0
VIC,CALIFORNIA GULLY,HEALTH|HOUSING|SUPPORT & COUNSELLING,-36.72865604584169,144.2608049776309,1,3,0.3333333333333333
VIC,CAMBARVILLE,FAMILY VIOLENCE|HOUSING|LAW,-37.610520898394675,146.0130308676034,9,0,0
VIC,CAMBERWELL,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.83846133536041,145.07361446207167,41,45,0.9111111111111111
VIC,CAMPBELLFIELD,HOUSING,-37.66373262747961,144.95949774922477,18,0,0
VIC,CAMPBELLTOWN,HOUSING,-37.208189815638406,143.95231858804664,2,0,0
VIC,CAMPERDOWN,HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.23857680480315,143.15017853874178,4,9,0.4444444444444444
VIC,CANADIAN,HOUSING,-37.58448429018256,143.88527368015198,3,1,3
VIC,CANIAMBO,HOUSING,-36.465074637558445,145.5981185525719,39,0,0
VIC,CANN RIVER,DISABILITIES|FOOD|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.589049125097326,149.15881945561387,0,2,0
VIC,CANNONS CREEK,HOUSING|SUPPORT & COUNSELLING,-38.206321855123186,145.31203569771873,2,0,0
VIC,CANTERBURY,HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.82360673739859,145.07570090407066,8,6,1.3333333333333333
VIC,CAPE WOOLAMAI,HOUSING,-38.542949289838994,145.34397723767043,3,0,0
VIC,CAPEL SOUND,HOUSING,-38.37224907737954,144.8740879729375,8,2,4
VIC,CARDIGAN,HOUSING,-37.53661098255404,143.7348446554892,11,0,0
VIC,CARISBROOK,HOUSING,-37.027381935563305,143.8405575166972,2,0,0
VIC,CARLISLE RIVER,HOUSING,-38.565518061188406,143.4173310873741,2,0,0
VIC,CARLSRUHE,FAMILY VIOLENCE|HOUSING|LAW,-37.28971241380017,144.51457338920451,4,0,0
VIC,CARLTON,HOUSING|SUPPORT & COUNSELLING,-37.80045018567183,144.9681490473075,344,20,17.2
VIC,CARLTON NORTH,HOUSING,-37.786562951892265,144.96852893197592,83,4,20.75
VIC,CARNEGIE,DISABILITIES|HOUSING,-37.893383659621776,145.05559611939188,60,9,6.666666666666667
VIC,CAROLINE SPRINGS,HOUSING,-37.73447051723705,144.7372106128396,47,1,47
VIC,CARRUM,HOUSING,-38.07669684144072,145.1280033042664,3,0,0
VIC,CARRUM DOWNS,HOUSING,-38.092813440682406,145.17595349675275,79,16,4.9375
VIC,CASTELLA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.517679618886206,145.42280863718995,1,0,0
VIC,CASTERTON,EMPLOYMENT|HEALTH|HOUSING|LAW,-37.60310317620669,141.33174719123954,1,6,0.16666666666666666
VIC,CASTLEMAINE,HOUSING,-37.05813738391965,144.218500445072,20,17,1.1764705882352942
VIC,CAULFIELD,HEALTH|HOUSING,-37.88406429253315,145.02633336543812,12,14,0.8571428571428571
VIC,CAULFIELD EAST,HOUSING,-37.88122733058469,145.0420005098286,5,0,0
VIC,CAULFIELD NORTH,HOUSING|SUPPORT & COUNSELLING,-37.87204705756168,145.0215818714303,35,9,3.888888888888889
VIC,CAULFIELD SOUTH,HOUSING,-37.894666569815925,145.02492276418042,32,7,4.571428571428571
VIC,CERES,HOUSING,-38.164581952370796,144.27280001646744,3,5,0.6
VIC,CHADSTONE,HOUSING,-37.88920829999999,145.10428269999989,47,0,0
VIC,CHARLEMONT,HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.20971395727263,144.3688017232847,25,2,12.5
VIC,CHARLTON,HEALTH|HOUSING|SUPPORT & COUNSELLING,-36.2878488180203,143.33564720461644,6,3,2
VIC,CHELSEA,HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.049728666416414,145.12139830880685,11,10,1.1
VIC,CHELSEA HEIGHTS,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-38.04083300228264,145.13409577406418,6,0,0
VIC,CHELTENHAM,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.96357711366892,145.06030802056404,85,50,1.7
VIC,CHILLINGOLLAH,HOUSING,-35.276291553322736,143.04371815161215,21,0,0
VIC,CHILTERN,HOUSING,-36.1516853,146.5990351,6,0,0
VIC,CHIRNSIDE PARK,FAMILY VIOLENCE|HOUSING|LAW,-37.73866004037849,145.3141870925594,47,0,0
VIC,CHUM CREEK,FAMILY VIOLENCE|HOUSING|LAW,-37.60532088604799,145.4873564869322,28,0,0
VIC,CHURCHILL,ALCOHOL & OTHER DRUGS|DISABILITIES|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-38.31633989971274,146.42325191691617,15,8,1.875
VIC,CLARINDA,DISABILITIES|HOUSING|MENTAL HEALTH,-37.9436931795393,145.10608287709678,3,6,0.5
VIC,CLARKEFIELD,HEALTH|HOUSING|SUPPORT & COUNSELLING,-37.4713077,144.7851531,1,0,0
VIC,CLAYTON,FAMILY VIOLENCE|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-37.91818120465985,145.13042443076856,66,15,4.4
VIC,CLAYTON SOUTH,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-37.943674655221976,145.12518506481211,26,6,4.333333333333333
VIC,CLEMATIS,HOUSING|SUPPORT & COUNSELLING,-37.93247579256701,145.41934232873524,11,0,0
VIC,CLIFTON HILL,HOUSING,-37.79021716599566,144.99765863195842,6,5,1.2
VIC,CLIFTON SPRINGS,HOUSING,-38.15309875114803,144.57270837396777,21,1,21
VIC,CLUNES,HOUSING,-37.28827505170346,143.78820311133293,2,2,1
VIC,CLYDE,FAMILY VIOLENCE|HOUSING|LAW,-38.148224794096556,145.3538123462523,24,0,0
VIC,CLYDE NORTH,HOUSING|SUPPORT & COUNSELLING,-38.10190601594636,145.35873654123557,1,0,0
VIC,COBAINS,FAMILY VIOLENCE|HOUSING|LAW,-38.076075565057394,147.13780947725374,1,0,0
VIC,COBBERAS,FAMILY VIOLENCE|HOUSING|LAW,-36.85154563953416,148.09183571945425,1,0,0
VIC,COBBLEBANK,HOUSING|SUPPORT & COUNSELLING,-37.70732038335691,144.60085480211737,78,0,0
VIC,COBDEN,HOUSING,-38.33842870615594,143.08879769223077,0,7,0
VIC,COBRAM,DISABILITIES|HOUSING,-35.933883253938575,145.64076949548445,11,26,0.4230769230769231
VIC,COBURG,HOUSING,-37.74486935250763,144.9642981765984,98,25,3.92
VIC,COBURG NORTH,HOUSING,-37.72703066236471,144.9680601868865,152,6,25.333333333333332
VIC,COCKATOO,HOUSING,-37.927750743397695,145.49850905572148,13,0,0
VIC,COHUNA,HOUSING|SUPPORT & COUNSELLING,-35.776072493434285,144.24293721665805,6,12,0.5
VIC,COLAC,EMPLOYMENT|FOOD|HEALTH|HOUSING|LAW,-38.3132435070356,143.5920261141574,34,34,1
VIC,COLAC EAST,HOUSING,-38.332944019080436,143.61735686599425,32,0,0
VIC,COLDSTREAM,FAMILY VIOLENCE|HOUSING|LAW,-37.70370094746409,145.4087116333871,7,1,7
VIC,COLERAINE,HOUSING,-37.59057160824782,141.6751831728124,0,9,0
VIC,COLLINGWOOD,DISABILITIES|HEALTH|HOUSING|LAW,-37.80195610606844,144.98816414746437,236,47,5.0212765957446805
VIC,COMBIENBAR,FAMILY VIOLENCE|HOUSING|LAW,-37.37116012393386,149.01504907314856,3,0,0
VIC,CONGUPNA,HOUSING,-36.3036532,145.4322249,2,0,0
VIC,CONNEWARRE,HOUSING,-38.257609199669815,144.4232254173747,2,0,0
VIC,COOLAROO,HOUSING,-37.6564142578769,144.93492824883302,43,3,14.333333333333334
VIC,COOMA,HOUSING,-36.411078831315926,145.07122608452366,5,0,0
VIC,COOMBOONA,HOUSING,-36.27377903268954,145.29768337991345,7,0,0
VIC,CORIO,HEALTH|HOUSING|LAW,-38.0671924926948,144.3739925460194,15,6,2.5
VIC,CORONET BAY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.4349669246917,145.44378170246833,3,0,0
VIC,CORRYONG,HEALTH|HOUSING|SUPPORT & COUNSELLING,-36.183168208845174,147.9016540445374,0,4,0
VIC,COWANGIE,HOUSING,-35.188199271393124,141.36525476872927,1,0,0
VIC,COWES,HOUSING,-38.4708777908522,145.23539241431877,7,8,0.875
VIC,CRAIGIEBURN,ALCOHOL & OTHER DRUGS|DISABILITIES|EMPLOYMENT|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.58616620498321,144.92736102718567,293,1,293
VIC,CRANBOURNE,HOUSING|SUPPORT & COUNSELLING,-38.112838554087084,145.27524721908563,114,17,6.705882352941177
VIC,CRANBOURNE EAST,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-38.11001678912461,145.30540992939856,20,2,10
VIC,CRANBOURNE NORTH,HOUSING,-38.07752189870034,145.29878336162844,192,1,192
VIC,CRANBOURNE WEST,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-38.096650600000004,145.2581432,2,0,0
VIC,CREMORNE,FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-37.82902726746233,144.99304722653636,21,5,4.2
VIC,CRESWICK,HOUSING,-37.42412415871332,143.89124291127015,2,9,0.2222222222222222
VIC,CRIB POINT,EMPLOYMENT|HEALTH|HOUSING|LAW,-38.35251036981889,145.20297623727174,2,2,1
VIC,CROYDON,HOUSING|SUPPORT & COUNSELLING,-37.794953331903436,145.28404240902776,63,29,2.1724137931034484
VIC,CROYDON HILLS,HOUSING,-37.77562669115921,145.26690914538895,99,0,0
VIC,CROYDON NORTH,DISABILITIES|HOUSING,-37.77186394051097,145.2839170551047,11,3,3.6666666666666665
VIC,CROYDON SOUTH,HOUSING,-37.81398741960998,145.27457596474585,3,0,0
VIC,DALLAS,HOUSING|SUPPORT & COUNSELLING,-37.67056208623598,144.93528146951553,12,2,6
VIC,DANDENONG,HOUSING|LAW,-37.985165882564694,145.21196485602178,676,103,6.563106796116505
VIC,DANDENONG NORTH,DISABILITIES|HOUSING,-37.95585098390849,145.21407088923024,29,10,2.9
VIC,DANDENONG SOUTH,DISABILITIES|HEALTH|HOUSING,-38.02794838662452,145.2208721464913,291,6,48.5
VIC,DARGO,FAMILY VIOLENCE|HOUSING|LAW,-37.334560157142974,147.29347778406338,1,0,0
VIC,DARLEY,EMPLOYMENT|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-37.63743805479838,144.4260273744398,2,1,2
VIC,DARRAWEIT GUIM,HOUSING,-37.42175128330288,144.86991171057872,3,0,0
VIC,DAWSON,FAMILY VIOLENCE|HOUSING|LAW,-37.97414029001531,146.68869798577856,3,0,0
VIC,DAYLESFORD,HOUSING,-37.34521554054682,144.14955216983387,2,10,0.2
VIC,DEEPDENE,HOUSING|SUPPORT & COUNSELLING,-37.81141395692044,145.06585950574424,1,0,0
VIC,DEER PARK,HOUSING,-37.7693694789475,144.7716997050647,28,1,28
VIC,DELACOMBE,HOUSING,-37.58069786226945,143.81598624521075,40,1,40
VIC,DELAHEY,DISABILITIES|HOUSING,-37.71979815398257,144.77747628434747,8,2,4
VIC,DERRIMUT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-37.79971201144373,144.77604928726774,8,1,8
VIC,DEVILS RIVER,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-37.17349514025871,145.8358551610734,10,0,0
VIC,DHURRINGILE,HOUSING,-36.53187050877903,145.21315279554707,2,0,0
VIC,DIAMOND CREEK,DISABILITIES|HOUSING,-37.667942772534495,145.15667748638134,25,2,12.5
VIC,DIGGERS REST,FAMILY VIOLENCE|HOUSING|LAW,-37.6201388687202,144.69622635502628,30,0,0
VIC,DIMBOOLA,HOUSING,-36.38623063833199,142.0637723282904,3,7,0.42857142857142855
VIC,DINGLEY VILLAGE,DISABILITIES|FOOD|HOUSING|SUPPORT & COUNSELLING,-37.97621322012256,145.12590228673076,3,8,0.375
VIC,DIXONS CREEK,FAMILY VIOLENCE|HOUSING|LAW,-37.593595966372376,145.4274813536769,7,0,0
VIC,DOCKLANDS,HEALTH|HOUSING|LAW,-37.818389132582816,144.94072605085174,100,3,33.333333333333336
VIC,DON VALLEY,HOUSING,-37.73858543315881,145.59135185920863,12,0,0
VIC,DONALD,HOUSING,-36.33214429260731,142.9853325555865,1,5,0.2
VIC,DONCASTER,HEALTH|HOUSING|LAW,-37.784794778164695,145.12408693761284,69,29,2.3793103448275863
VIC,DONCASTER EAST,DISABILITIES|HOUSING,-37.778986111295815,145.16391762786594,69,10,6.9
