State,Suburb,Reason for seeking support,lat,lon,Service Demand,Service Supply,Demand to Supply Ratio
SA,FITZROY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.89693729429966,138.59128620668295,0,2,0
SA,FLAGSTAFF HILL,HOUSING|LAW,-35.048644011879155,138.58522202581779,0,3,0
SA,FORDS,HOUSING|SUPPORT & COUNSELLING,-34.39311366079733,138.86710294065412,4,0,0
SA,FORSTER,HOUSING|SUPPORT & COUNSELLING,-34.73580902594248,139.56329558566827,3,0,0
SA,FREELING,HEALTH|HOUSING,-34.44750993733493,138.81312440257327,0,2,0
SA,FULHAM,HEALTH|HOUSING,-34.92737477475422,138.51366308983242,11,2,5.5
SA,FULHAM GARDENS,HOUSING,-34.91483851919656,138.51323335718152,7,0,0
SA,FULLARTON,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-34.95405296550578,138.6263469007031,61,11,5.545454545454546
SA,GARDEN ISLAND,FAMILY VIOLENCE|HOUSING|LAW,-34.807513785728034,138.53608459013154,1,0,0
SA,GAWLER,DISABILITIES|HOUSING,-34.597351761806635,138.74487969785855,29,7,4.142857142857143
SA,GAWLER BELT,FAMILY VIOLENCE|HOUSING|LAW,-34.57198197238925,138.7287980534228,1,0,0
SA,GAWLER EAST,HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.60268453811858,138.76441787527028,0,2,0
SA,GAWLER SOUTH,HOUSING|SUPPORT & COUNSELLING,-34.61137117320492,138.74984162404775,0,2,0
SA,GAWLER WEST,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.60439507942696,138.73400939172333,1,0,0
SA,GERANIUM PLAINS,HOUSING,-33.97708060922191,139.21540065047924,1,0,0
SA,GILBERTON,DISABILITIES|HOUSING,-34.90046843979625,138.61261761779033,3,0,0
SA,GILLES PLAINS,HEALTH|HOUSING,-34.8500462021047,138.65907599960983,28,5,5.6
SA,GLADSTONE,HOUSING,-33.267531870314876,138.37009452008522,3,0,0
SA,GLANVILLE,HOUSING,-34.844109853813855,138.49089127769614,50,0,0
SA,GLEN OSMOND,HEALTH|HOUSING,-34.95953375487169,138.64891879812083,1,3,0.3333333333333333
SA,GLENALTA,HOUSING|SUPPORT & COUNSELLING,-35.01193033958898,138.62822072423634,3,0,0
SA,GLENELG,HOUSING,-34.980481394044965,138.5144141999006,3,10,0.3
SA,GLENELG EAST,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.98164485843186,138.52578714186933,1,0,0
SA,GLENELG NORTH,FAMILY VIOLENCE|HOUSING|LAW,-34.96875518234764,138.51787399036573,16,0,0
SA,GLENGOWRIE,HOUSING,-34.98736761944097,138.5335440346718,4,2,2
SA,GLENSIDE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-34.94274509148906,138.63375254002307,2,1,2
SA,GLOSSOP,HOUSING,-34.28119838174728,140.54890038562286,1,0,0
SA,GLYNDE,HOUSING,-34.896047112062845,138.6525310925589,0,4,0
SA,GOLDEN GROVE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.777373063074684,138.72906730624126,28,0,0
SA,GOODWOOD,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-34.951085173810775,138.5924655366028,4,5,0.8
SA,GOOLWA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.49000589008991,138.767614900486,10,6,1.6666666666666667
SA,GRANGE,HOUSING,-34.89587744554734,138.49740287184744,0,6,0
SA,GULFVIEW HEIGHTS,HOUSING|SUPPORT & COUNSELLING,-34.7873152,138.6670954,3,0,0
SA,GUMERACHA,DISABILITIES|HEALTH|HOUSING,-34.82713052674899,138.89301199563133,0,3,0
SA,HACKHAM,HOUSING,-35.15508996783176,138.52442160955295,6,2,3
SA,HACKHAM WEST,HOUSING,-35.142395785673706,138.5151403930132,30,0,0
SA,HAHNDORF,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.03353573786517,138.81013656029387,1,5,0.2
SA,HAMLEY BRIDGE,DISABILITIES|HEALTH|HOUSING,-34.35223068529594,138.66501545159426,0,4,0
SA,HANSBOROUGH,HOUSING,-34.262650220770446,139.0646984968841,1,0,0
SA,HAPPY VALLEY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.07658990274136,138.57574163996648,5,3,1.6666666666666667
SA,HAWKER,FAMILY VIOLENCE|HOUSING|LAW,-31.856525163089973,138.4700549793093,1,0,0
SA,HAWTHORN,HOUSING,-34.97098498899753,138.6041257523254,1,1,1
SA,HAWTHORNDENE,FAMILY VIOLENCE|HOUSING|LAW,-35.0241599,138.6277368,6,0,0
SA,HAZELWOOD PARK,HOUSING,-34.939268520595455,138.65614298870494,20,0,0
SA,HEATHFIELD,DISABILITIES|HEALTH|HOUSING,-35.02829018411173,138.71686263719343,0,1,0
SA,HECTORVILLE,HOUSING,-34.893058062974006,138.6656811613753,2,0,0
SA,HENDON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.87445986395654,138.51516889542665,0,3,0
SA,HENLEY BEACH,HOUSING,-34.91593628103351,138.49868099505804,9,2,4.5
SA,HIGHBURY,HOUSING,-34.85206063784073,138.71787230984373,13,0,0
SA,HIGHGATE,HOUSING,-34.96164356587727,138.62167413454458,0,1,0
SA,HIGHLAND VALLEY,HOUSING,-35.167501102479086,138.92991238708106,13,0,0
SA,HILLCREST,EMPLOYMENT|HEALTH|HOUSING|LAW,-34.8625205884536,138.64305778554194,0,1,0
SA,HILLIER,HOUSING,-34.62336714195059,138.69490425398777,7,0,0
SA,HILTON,FAMILY VIOLENCE|HEALTH|HOUSING|LAW,-34.932144156533,138.56583431052798,1,1,1
SA,HINDMARSH,HOUSING|SUPPORT & COUNSELLING,-34.906643608572196,138.56994580806196,25,5,5
SA,HINDMARSH ISLAND,HOUSING,-35.51665252014776,138.87539703555797,6,0,0
SA,HOLDEN HILL,FAMILY VIOLENCE|HOUSING|LAW,-34.85161204584214,138.67230736254874,9,0,0
SA,HOLDER,HOUSING,-34.17290532202642,140.02496274948,9,0,0
SA,HOPE VALLEY,HOUSING,-34.84537637507896,138.69601763576085,20,7,2.857142857142857
SA,HOVE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.011200119253935,138.52263580645325,2,5,0.4
SA,HUMBUG SCRUB,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.72099982688335,138.81433595496645,0,2,0
SA,HUNTFIELD HEIGHTS,HOUSING,-35.1545430791315,138.51407731412226,10,2,5
SA,HYDE PARK,HOUSING,-34.95655482520792,138.60294149579008,4,0,0
SA,INGLE FARM,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.82759379942733,138.64544499886426,36,7,5.142857142857143
SA,IRONBANK,HOUSING,-35.04279369012433,138.68773863204873,0,1,0
SA,JAMESTOWN,HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.163042552586774,138.59357763119263,0,5,0
SA,JOSLIN,HOUSING,-34.899674085486915,138.6265531867543,27,2,13.5
SA,KADINA,HEALTH|HOUSING|LAW,-33.95727295607591,137.7176273377207,10,8,1.25
SA,KALKAROO,HOUSING,-31.776816020998737,140.56069163148757,2,0,0
SA,KALTJITI,HOUSING|SUPPORT & COUNSELLING,-26.767132952374997,132.0298903026805,32,0,0
SA,KANGARILLA,HOUSING|LAW,-35.15259797220602,138.67018050226116,0,1,0
SA,KAPUNDA,HOUSING,-34.32989074897708,138.90160593042665,6,1,6
SA,KAROONDA,HOUSING|SUPPORT & COUNSELLING,-35.144543134951086,139.9373085664942,0,1,0
SA,KEITH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-36.14346772507962,140.3425864089041,0,3,0
SA,KENT TOWN,HOUSING,-34.921561633440795,138.62010045634617,12,1,12
SA,KERSBROOK,HOUSING,-34.750747895170285,138.8605046848116,1,0,0
SA,KESWICK,HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.944389079705225,138.57759726028252,0,2,0
SA,KIDMAN PARK,HOUSING,-34.91224482967784,138.52692869313643,8,0,0
SA,KILBURN,HOUSING|SUPPORT & COUNSELLING,-34.85968383007697,138.58557855237967,37,2,18.5
SA,KILKENNY,HOUSING,-34.87916611285538,138.55289085491444,14,1,14
SA,KIMBA,HOUSING|SUPPORT & COUNSELLING,-33.13564913478878,136.41221977169067,0,2,0
SA,KINGS PARK,HOUSING|SUPPORT & COUNSELLING,-34.963586783894016,138.59273106563828,0,1,0
SA,KINGSCOTE,DISABILITIES|HOUSING,-35.65521832469526,137.60570845007305,0,1,0
SA,KINGSTON SE,HOUSING,-36.83839108643844,139.91503661818064,0,4,0
SA,KINGSWOOD,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.97081990963553,138.61381345684876,0,7,0
SA,KLEMZIG,HOUSING,-34.87896473895474,138.63860742556724,13,5,2.6
SA,KOONIBBA,HOUSING|SUPPORT & COUNSELLING,-31.8889063865382,133.45362252961257,0,1,0
SA,KORUNYE,HOUSING,-34.530670578471664,138.5162708204541,1,0,0
SA,KYEEMA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.27658560342899,138.67504953020648,2,0,0
SA,LAFFER,HOUSING,-36.181635847564394,140.15220661671154,2,0,0
SA,LAMEROO,HOUSING|SUPPORT & COUNSELLING,-35.28359062721135,140.46092390029116,1,1,1
SA,LARGS BAY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.826686020121436,138.49380369515956,9,4,2.25
SA,LARGS NORTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.816835822809225,138.50148656805226,1,2,0.5
SA,LAURA,HEALTH|HOUSING,-33.169758868684525,138.29692594335768,0,1,0
SA,LEABROOK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.92970250685546,138.65511071346828,2,3,0.6666666666666666
SA,LIGHTSVIEW,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.86195428206418,138.62732081372445,27,0,0
SA,LINDEN PARK,HEALTH|HOUSING,-34.94359305493722,138.64727484008955,0,3,0
SA,LOBETHAL,HOUSING|SUPPORT & COUNSELLING,-34.90155555978279,138.87397581691823,1,2,0.5
SA,LOCHIEL,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.92360945568461,138.14327511812473,1,0,0
SA,LOCKLEYS,HOUSING|SUPPORT & COUNSELLING,-34.925031064609094,138.5309405791756,19,4,4.75
SA,LONSDALE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.106639672605795,138.4923357210917,4,0,0
SA,LOVEDAY,HOUSING,-34.29698572180727,140.41915434793418,3,0,0
SA,LOWER MITCHAM,HOUSING,-34.98099438879409,138.60569104915797,0,1,0
SA,LOXTON,DISABILITIES|HEALTH|HOUSING,-34.47465757590201,140.59178510330065,2,10,0.2
SA,LOXTON NORTH,HOUSING,-34.41002309838982,140.61872156386687,15,0,0
SA,LYNDOCH,HOUSING,-34.59302870096603,138.88167328047751,3,0,0
SA,LYRUP,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.26695380341346,140.6666949692305,7,0,0
SA,MACDONALD PARK,HOUSING,-34.67001551770892,138.6407699372004,1,0,0
SA,MAGILL,HOUSING,-34.909113666505036,138.67497610138108,4,6,0.6666666666666666
SA,MAITLAND,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.34403932602864,137.67824354214514,2,1,2
SA,MALLALA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.4368007579986,138.49278628727328,2,1,2
SA,MALVERN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.95915111840262,138.61253674215413,0,2,0
SA,MANNINGHAM,HOUSING,-34.87719559921306,138.62195236472544,1,5,0.2
SA,MANNUM,HOUSING|SUPPORT & COUNSELLING,-34.85285087992274,139.33093322760303,9,2,4.5
SA,MARCOLLAT,HOUSING,-36.56421891424624,140.33511754207186,1,0,0
SA,MARDEN,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-34.8925622416682,138.63475784743824,2,2,1
SA,MARION,HOUSING,-35.00636856009452,138.5534975993308,14,8,1.75
SA,MARION BAY,HOUSING,-35.16128590634359,137.0400612089927,4,0,0
SA,MARLESTON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.94534463464724,138.56162759839376,4,2,2
SA,MAWSON LAKES,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.81047191905805,138.61117336526402,48,3,16
SA,MAYLANDS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.91128016041491,138.63671130457772,10,0,0
SA,MCCRACKEN,HOUSING,-35.535982459625515,138.63133194496896,13,2,6.5
SA,MCLAREN FLAT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.199436008244454,138.61263758816656,9,0,0
SA,MCLAREN VALE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.21020702773564,138.54685261286465,1,6,0.16666666666666666
SA,MEADOWS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-35.17432950533865,138.75539375247408,1,0,0
SA,MEDINDIE,HOUSING,-34.89733621536517,138.60490027614816,15,0,0
SA,MELROSE PARK,HOUSING|SUPPORT & COUNSELLING,-34.98526949683203,138.57869581479687,1,0,0
SA,MELTON,HOUSING,-34.07548198452157,137.9778213534325,1,0,0
SA,MENINGIE,HOUSING,-35.73322871957662,139.38460573196193,1,2,0.5
SA,MIDDLETON,HOUSING,-35.484377536522864,138.71053844739163,2,0,0
SA,MILANG,HOUSING,-35.402848643563715,138.9484871170391,1,0,0
SA,MILE END,HOUSING,-34.9263479920522,138.57111240478164,13,2,6.5
SA,MILE END SOUTH,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.93695572460117,138.57392278685808,18,0,0
SA,MILLICENT,HOUSING,-37.61016553700987,140.34408792348663,2,9,0.2222222222222222
SA,MILLSWOOD,HOUSING,-34.9586602,138.5933162,3,0,0
SA,MIMILI,HOUSING,-27.023925131395853,132.70129226105334,0,1,0
SA,MINLATON,HOUSING,-34.80026890446546,137.57781604400145,0,4,0
SA,MITCHAM,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.98423012547309,138.6230279936163,1,0,0
SA,MITCHELL PARK,HOUSING,-35.005066608575085,138.56232126678225,0,2,0
SA,MOANA,HOUSING|LAW,-35.20811995201528,138.47388038991178,41,1,41
SA,MODBURY,HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.83390521346345,138.685108695734,26,6,4.333333333333333
SA,MODBURY HEIGHTS,HOUSING|SUPPORT & COUNSELLING,-34.81208004704089,138.68233890442033,60,0,0
SA,MODBURY NORTH,FOOD|HOUSING,-34.823163746251176,138.6810794148637,6,1,6
SA,MOONTA,DISABILITIES|HEALTH|HOUSING,-34.06922304022113,137.58510354675218,1,4,0.25
SA,MOONTA BAY,FAMILY VIOLENCE|HOUSING|LAW,-34.054363005446696,137.5695361648059,2,0,0
SA,MORPHETT VALE,HOUSING|SUPPORT & COUNSELLING,-35.12101793683149,138.5275751710837,15,13,1.1538461538461537
SA,MORPHETTVILLE,HOUSING,-34.9846295517775,138.54304479656392,31,4,7.75
