State,Suburb,Reason for seeking support,lat,lon,Service Demand,Service Supply,Demand to Supply Ratio
NSW,BALGOWLAH,ALCOHOL & OTHER DRUGS|DISABILITIES|EMPLOYMENT|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-33.7946852832988,151.26168972499238,21,6,3.5
NSW,BALGOWLAH HEIGHTS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.8034688,151.26691839999998,12,0,0
NSW,BALGOWNIE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.3933744,150.8817298,5,0,0
NSW,BALLADORAN,HOUSING,-31.877308974967985,148.54402711379117,3,0,0
NSW,BALLINA,HOUSING|SUPPORT & COUNSELLING,-28.8417099882531,153.5600584955072,72,33,2.1818181818181817
NSW,BALMAIN,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-33.85819237939706,151.17987054789876,25,4,6.25
NSW,BALMORAL,HOUSING,-34.30254365853113,150.51529380861845,7,0,0
NSW,BALRANALD,HOUSING,-34.33341952231858,143.4170122829506,1,12,0.08333333333333333
NSW,BANGALEE,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-34.844272248804145,150.55154559886572,0,7,0
NSW,BANGALOW,DISABILITIES|HOUSING,-28.68361322053235,153.5217997510297,4,2,2
NSW,BANGOR,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.01604615995009,151.0331935523682,4,2,2
NSW,BANKSIA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.94655348882133,151.14551268063454,114,2,57
NSW,BANKSMEADOW,HOUSING|SUPPORT & COUNSELLING,-33.955551999536105,151.21531262912595,26,1,26
NSW,BANKSTOWN,HOUSING|SUPPORT & COUNSELLING,-33.92050517910328,151.0318203687266,411,42,9.785714285714286
NSW,BANKSTOWN AERODROME,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.92262121328987,150.9886557312277,26,0,0
NSW,BANORA POINT,HOUSING,-28.222185474222307,153.53707263986075,8,12,0.6666666666666666
NSW,BARADINE,HOUSING,-30.931020250530594,149.06070860621017,1,3,0.3333333333333333
NSW,BARDIA,HOUSING,-33.97723382899331,150.86187441406756,2,0,0
NSW,BARELLAN,FAMILY VIOLENCE|HOUSING|LAW,-34.18244405252019,146.59472399247812,1,0,0
NSW,BARGO,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.28404464901785,150.587054364889,1,0,0
NSW,BARHAM,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-35.600455373378125,144.21512842691445,1,9,0.1111111111111111
NSW,BARMEDMAN,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.10804401246884,147.4209270836361,0,1,0
NSW,BARNSLEY,HOUSING,-32.92814558446469,151.585392929834,8,0,0
NSW,BAROOGA,HOUSING|SUPPORT & COUNSELLING,-35.900768018706984,145.7096190040669,0,1,0
NSW,BARRABA,HEALTH|HOUSING|SUPPORT & COUNSELLING,-30.360494658714703,150.54958734470955,1,5,0.2
NSW,BARRACK HEIGHTS,HOUSING,-34.5611641,150.8597649,5,0,0
NSW,BARRACK POINT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.56297325271665,150.8697186406758,1,0,0
NSW,BARYULGIL,DISABILITIES|HOUSING,-29.220449648317352,152.62585394799518,4,0,0
NSW,BASS HILL,HOUSING|SUPPORT & COUNSELLING,-33.89928353877866,150.9962945536886,35,9,3.888888888888889
NSW,BATEAU BAY,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.38616765657344,151.47215000845736,34,22,1.5454545454545454
NSW,BATEHAVEN,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-35.737365202159594,150.19847613409067,4,2,2
NSW,BATEMANS BAY,HOUSING,-35.70532189037619,150.1609068225798,35,26,1.3461538461538463
NSW,BATHURST,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.41928204238299,149.57750060179535,67,55,1.2181818181818183
NSW,BATLOW,HOUSING,-35.54501897900834,148.14661754118475,1,1,1
NSW,BAULKHAM HILLS,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-33.75271386625819,150.97933729378997,27,29,0.9310344827586207
NSW,BAYVIEW,DISABILITIES|HEALTH|HOUSING,-33.66189357759335,151.2900940269596,0,7,0
NSW,BEAUMONT HILLS,HOUSING,-33.69776429176457,150.94019202798796,1,0,0
NSW,BEECHWOOD,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-31.440693232485593,152.67099000758867,2,1,2
NSW,BEECROFT,HOUSING,-33.75307549083041,151.06128186360908,0,7,0
NSW,BEGA,HOUSING,-36.68891388598846,149.8416429474158,27,35,0.7714285714285715
NSW,BELFIELD,HOUSING|SUPPORT & COUNSELLING,-33.90452804152862,151.0858979605122,5,3,1.6666666666666667
NSW,BELFORD,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.66936149624996,151.28805713307068,12,0,0
NSW,BELLA VISTA,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-33.741229848415756,150.95463600753183,8,17,0.47058823529411764
NSW,BELLAMBI,HOUSING,-34.36844123327827,150.91729167557423,2,0,0
NSW,BELLBIRD,FAMILY VIOLENCE|HOUSING|LAW,-32.85358792475059,151.31672791988504,1,0,0
NSW,BELLBROOK,HOUSING,-30.759459579448727,152.48460956375433,1,0,0
NSW,BELLEVUE HILL,HOUSING|SUPPORT & COUNSELLING,-33.880855920504274,151.25562210060932,15,0,0
NSW,BELLINGEN,HOUSING,-30.449276464464972,152.89403827436277,8,7,1.1428571428571428
NSW,BELMONT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-33.0303496365577,151.67329515036354,24,9,2.6666666666666665
NSW,BELMONT NORTH,HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.01700123174539,151.6722475719978,3,3,1
NSW,BELMONT SOUTH,HOUSING,-33.05335803044019,151.66100369975052,9,0,0
NSW,BELMORE,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.919127003075026,151.08947283263782,52,7,7.428571428571429
NSW,BELMORE RIVER,HOUSING,-31.09133361661937,152.96554218390767,3,0,0
NSW,BELROSE,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-33.72181003370382,151.2109847574284,5,9,0.5555555555555556
NSW,BENSVILLE,HOUSING,-33.50487764432386,151.39423959835176,2,0,0
NSW,BERALA,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.87441779554695,151.03372125748928,3,1,3
NSW,BERESFIELD,HOUSING,-32.80355961677787,151.64072788972638,68,0,0
NSW,BERKELEY,HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.4786564273726,150.84319646603552,33,10,3.3
NSW,BERKELEY VALE,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.33836416225635,151.42885180384937,4,2,2
NSW,BERMAGUI,HOUSING,-36.431660765454716,150.03953203366498,6,1,6
NSW,BEROWRA,HOUSING|SUPPORT & COUNSELLING,-33.62868614706708,151.15118507429787,0,2,0
NSW,BEROWRA CREEK,HOUSING|SUPPORT & COUNSELLING,-33.546208709921935,151.13870900488965,5,0,0
NSW,BEROWRA HEIGHTS,HOUSING,-33.60389470953356,151.13562923719212,1,0,0
NSW,BERRAMBOOL,DISABILITIES|HOUSING,-36.88039460402462,149.9098354559953,8,0,0
NSW,BERRARA,HOUSING,-35.2049525,150.5514871,1,0,0
NSW,BERRIDALE,HEALTH|HOUSING|SUPPORT & COUNSELLING,-36.38345027912421,148.81979655118192,0,3,0
NSW,BERRIGAN,HOUSING,-35.64568053481752,145.82785172752983,2,5,0.4
NSW,BERRY,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.79254287513593,150.7268313144361,0,3,0
NSW,BEVERLY HILLS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.94762650865152,151.08030852431529,43,0,0
NSW,BEXLEY,HOUSING|SUPPORT & COUNSELLING,-33.95334134711813,151.1202223645724,24,19,1.263157894736842
NSW,BEXLEY NORTH,DISABILITIES|HEALTH|HOUSING|LAW|MENTAL HEALTH,-33.9419782507079,151.11460778352193,27,0,0
NSW,BIDDON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.559422894332776,148.78437848520508,3,0,0
NSW,BIDWILL,HOUSING,-33.73012601414216,150.8221901469496,413,5,82.6
NSW,BILAMBIL,HOUSING,-28.226369690340086,153.4670641110002,73,0,0
NSW,BILAMBIL HEIGHTS,HOUSING,-28.213069294504024,153.4940290884011,2,0,0
NSW,BILGOLA BEACH,FAMILY VIOLENCE|HOUSING|LAW,-33.64449903078179,151.32678897632337,3,0,0
NSW,BILLILINGRA,HOUSING,-36.01940768444771,149.1145297335505,17,0,0
NSW,BINALONG,HOUSING,-34.67195847347721,148.66067222438448,1,0,0
NSW,BINGARA,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-29.83825431231565,150.5770214875691,4,6,0.6666666666666666
NSW,BINNA BURRA,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING|SUPPORT & COUNSELLING,-28.70928940433315,153.49076068729664,0,2,0
NSW,BIRRONG,HOUSING,-33.89236073433308,151.0207605882411,6,0,0
NSW,BLACKALLS PARK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.99892739473634,151.57974142211253,5,0,0
NSW,BLACKBUTT,HOUSING,-34.57109880998001,150.84009122613958,3,0,0
NSW,BLACKETT,HOUSING,-33.738277019444546,150.81541452621656,24,7,3.4285714285714284
NSW,BLACKTOWN,FAMILY VIOLENCE|HOUSING|LAW,-33.773789495715086,150.90348425851687,373,67,5.567164179104478
NSW,BLACKWALL,HOUSING|SUPPORT & COUNSELLING,-33.50489581298416,151.33515852963862,4,0,0
NSW,BLAIRMOUNT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.05169314876001,150.79261191767256,12,0,0
NSW,BLAKEHURST,HOUSING,-33.992871794647456,151.10941670479187,0,5,0
NSW,BLAND,HOUSING,-34.01129684871876,147.6346929655195,1,0,0
NSW,BLAXLAND,EMPLOYMENT|HEALTH|HOUSING|LAW,-33.74397909645025,150.61667507002835,2,1,2
NSW,BLAYNEY,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.543138367817534,149.25718649012285,2,5,0.4
NSW,BLIGH PARK,EMPLOYMENT|HEALTH|HOUSING|LAW,-33.63862693991717,150.79973342513762,1,1,1
NSW,BLUE HAVEN,FAMILY VIOLENCE|HOUSING|LAW,-33.21109579537899,151.50344061321215,10,0,0
NSW,BLUE MOUNTAINS NATIONAL PARK,HOUSING,-33.90906890393611,150.35317046075036,2,0,0
NSW,BOAMBEE EAST,FAMILY VIOLENCE|HOUSING|LAW,-30.345268618702285,153.07758141828498,25,0,0
NSW,BODALLA,HOUSING,-36.09332194054278,150.0096002909807,1,0,0
NSW,BOEILL CREEK,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-34.153751947767674,142.1056954513662,0,1,0
NSW,BOGANGAR,HOUSING|SUPPORT & COUNSELLING,-28.33094268871134,153.55982971524233,1,0,0
NSW,BOGGABILLA,HEALTH|HOUSING,-28.704510778747018,150.1851924718889,2,2,1
NSW,BOGGABRI,DISABILITIES|HEALTH|HOUSING,-30.686820908964275,150.05635002642524,0,2,0
NSW,BOLTON POINT,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-32.99683416445517,151.61126464583813,11,8,1.375
NSW,BOLWARRA,HOUSING|SUPPORT & COUNSELLING,-32.71137559264967,151.5748012983469,1,0,0
NSW,BOMADERRY,DISABILITIES|HOUSING,-34.84656651949769,150.6047281862766,9,4,2.25
NSW,BOMBAH POINT,HOUSING|SUPPORT & COUNSELLING,-32.50432600957253,152.27260592610736,12,0,0
NSW,BOMBALA,DISABILITIES|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-36.88599671582963,149.24448754394643,7,4,1.75
NSW,BONALBO,HOUSING,-28.71917585692736,152.6250189444909,0,2,0
NSW,BONDI,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-33.89390411021297,151.26455872771922,155,6,25.833333333333332
NSW,BONDI BEACH,HOUSING,-33.889668136104525,151.27243781385678,26,3,8.666666666666666
NSW,BONDI JUNCTION,HOUSING|SUPPORT & COUNSELLING,-33.89305374716161,151.25077471307875,51,16,3.1875
NSW,BONNELLS BAY,FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-33.10960311409732,151.52424894982386,4,3,1.3333333333333333
NSW,BONNET BAY,HOUSING,-34.01019221474428,151.05560791796157,4,0,0
NSW,BONNYRIGG,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.893557427675496,150.8889603078072,16,3,5.333333333333333
NSW,BONNYRIGG HEIGHTS,HOUSING,-33.891211221592584,150.86992297085203,13,0,0
NSW,BOOERIE CREEK,FAMILY VIOLENCE|HOUSING|LAW,-28.777877316954957,153.2554973415755,222,0,0
NSW,BOOLAROO,EMPLOYMENT|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-32.9479664743892,151.62757850046702,1,5,0.2
NSW,BOORAGUL,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-32.97495448735702,151.60992564433346,1,12,0.08333333333333333
NSW,BOOROOMA,DISABILITIES|FOOD|HEALTH|HOUSING|SUPPORT & COUNSELLING,-35.07112317198312,147.36699587471435,0,5,0
NSW,BOOROWA,HOUSING,-34.39578812864569,148.73493896333298,0,5,0
NSW,BORAMBOLA,HOUSING,-35.15353796177075,147.68663918808545,158,0,0
NSW,BOSSLEY PARK,DISABILITIES|HOUSING,-33.86195190899951,150.88402490199724,9,3,3
NSW,BOTANY,HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.94807905484381,151.20003353024683,7,6,1.1666666666666667
NSW,BOTANY BAY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.98353324871335,151.18792860205758,1,0,0
NSW,BOURKE,HEALTH|HOUSING|SUPPORT & COUNSELLING,-30.207573744215065,146.04244410270618,18,15,1.2
NSW,BOW BOWING,HOUSING,-34.0187,150.8408,1,0,0
NSW,BOWRAL,HOUSING|SUPPORT & COUNSELLING,-34.48309803299209,150.4244620166927,11,18,0.6111111111111112
NSW,BOWRAVILLE,HOUSING,-30.63357847751311,152.86411343154023,16,0,0
NSW,BOX HILL,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-33.64434602739624,150.9003212058298,2,1,2
NSW,BRADBURY,DISABILITIES|HOUSING,-34.085655938256274,150.81509645399296,3,1,3
NSW,BRAIDWOOD,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-35.43483399669754,149.80285928341652,4,10,0.4
NSW,BRANXTON,FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-32.63884165334012,151.35843151672216,6,2,3
NSW,BRAWBOY,HOUSING,-31.952488105063676,150.6232885167251,8,0,0
NSW,BREWARRINA,EMPLOYMENT|HEALTH|HOUSING,-29.99657977618836,146.8895413903081,5,7,0.7142857142857143
NSW,BRIGHTON-LE-SANDS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-33.95847565929307,151.15348320444303,27,5,5.4
NSW,BROADMEADOW,HOUSING,-32.924698380073764,151.73317873928835,44,18,2.4444444444444446
NSW,BROADWATER,HOUSING,-29.03465999696484,153.42615750545855,1,2,0.5
NSW,BROADWAY,HOUSING|LAW|SUPPORT & COUNSELLING,-34.70916165151475,149.08188054100535,1,2,0.5
NSW,BROKEN HILL,HEALTH|HOUSING|SUPPORT & COUNSELLING,-32.32203581351511,141.55206185995092,45,42,1.0714285714285714
NSW,BRONTE,HOUSING|SUPPORT & COUNSELLING,-33.904133370098336,151.26401330034372,11,1,11
NSW,BROOKDALE,HOUSING,-35.12039292324636,147.01280947370674,1,0,0
NSW,BROOKLYN,HOUSING,-33.58216515939593,151.2142092811452,3,0,0
NSW,BROOKVALE,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.76336115599125,151.26972964379854,30,17,1.7647058823529411
NSW,BROOMS HEAD,HOUSING,-29.61900323372539,153.29116169050354,0,2,0
NSW,BROWNSVILLE,HOUSING,-34.4856149,150.8069946,1,0,0
NSW,BRUNSWICK HEADS,HOUSING,-28.555793233199264,153.5436397814567,12,0,0
NSW,BUANGLA,DISABILITIES|HOUSING,-34.86717057520631,150.39636208793104,1,0,0
NSW,BUCCA,ALCOHOL & OTHER DRUGS|DISABILITIES|EMPLOYMENT|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-30.15737877840644,153.09578026006753,1,1,1
NSW,BUDGEWOI,HOUSING,-33.238185055550474,151.5598936117202,4,0,0
NSW,BUFF POINT,HOUSING,-33.228822794066474,151.5347702575781,46,0,0
NSW,BULAHDELAH,DISABILITIES|HOUSING,-32.38425109705827,152.17880720414442,8,3,2.6666666666666665
NSW,BULLAGREEN,HOUSING,-31.333222992239826,148.03285825240357,16,0,0
NSW,BULLI,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.32944108678245,150.90357169048968,3,3,1
NSW,BUNDANOON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.66612273089873,150.2837134342437,0,4,0
NSW,BUNDEWALLAH,FAMILY VIOLENCE|HOUSING|LAW,-34.75035368314653,150.66598877239088,11,0,0
NSW,BUNGENDORE,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-35.29327465353065,149.4803617380296,0,1,0
NSW,BURRADOO,HEALTH|HOUSING|SUPPORT & COUNSELLING,-34.50846802227526,150.40794156808184,0,6,0
NSW,BURRANEER,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.06428794030893,151.1385066757922,39,0,0
NSW,BURREN JUNCTION,HOUSING|SUPPORT & COUNSELLING,-30.053280467204836,148.86595472594337,1,0,0
NSW,BURRILL LAKE,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-35.392445838518164,150.44108238661596,1,0,0
NSW,BURRUMBUTTOCK,HOUSING,-35.83010692091872,146.79471408340058,3,0,0
NSW,BURWOOD,HOUSING|SUPPORT & COUNSELLING,-33.87805122636918,151.10381717858854,134,22,6.090909090909091
NSW,BURWOOD HEIGHTS,HEALTH|HOUSING,-33.889758627894466,151.10414574333228,14,2,7
NSW,BUSBY,EMPLOYMENT|HEALTH|HOUSING|LAW,-33.911239608179244,150.88068233617508,16,1,16
NSW,BUXTON,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-34.256576257941205,150.53348343994037,1,0,0
NSW,BYRON BAY,HOUSING,-28.647364944243222,153.6019788237595,42,22,1.9090909090909092
NSW,CABARITA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.84735730090294,151.1161289041989,24,0,0
NSW,CABARITA BEACH,HOUSING,-28.33776975098357,153.57244747333223,12,0,0
NSW,CABRAMATTA,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.89783198475311,150.93326070548022,141,13,10.846153846153847
NSW,CABRAMATTA WEST,HOUSING,-33.89245922413549,150.913516319227,7,0,0
NSW,CALALA,DISABILITIES|HOUSING,-31.166945758682484,150.97705202753497,2,0,0
NSW,CALDERWOOD,FAMILY VIOLENCE|HOUSING|LAW,-34.5593321620496,150.72916942598025,18,0,0
NSW,CALLAGHAN,HOUSING,-32.896280499999996,151.7004168,2,0,0
NSW,CALLALA BAY,FAMILY VIOLENCE|HOUSING|LAW,-34.99077230785609,150.71964103172076,4,0,0
NSW,CAMBEWARRA,EMPLOYMENT|HOUSING|SUPPORT & COUNSELLING,-34.815025793694275,150.56132946485192,0,1,0
NSW,CAMBEWARRA VILLAGE,FAMILY VIOLENCE|HOUSING|LAW,-34.822556357978165,150.55886204619878,52,0,0
NSW,CAMBRIDGE GARDENS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.7405741,150.7167111,5,0,0
NSW,CAMBRIDGE PARK,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-33.74969945735157,150.7267226249787,5,0,0
NSW,CAMDEN,HOUSING,-34.05751630411795,150.69477980555325,19,12,1.5833333333333333
NSW,CAMDEN SOUTH,HOUSING,-34.08409334133303,150.7003796566103,1,0,0
NSW,CAMERON PARK,DISABILITIES|HOUSING,-32.90371421354508,151.6109919794701,8,6,1.3333333333333333
NSW,CAMMERAY,DISABILITIES|HOUSING,-33.8221815454732,151.2142547497823,8,0,0
NSW,CAMP CREEK,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-28.79362235717136,150.9132640826761,1,0,0
NSW,CAMPBELLTOWN,HOUSING,-34.06809720696576,150.80722190027547,413,83,4.975903614457831
NSW,CAMPERDOWN,DISABILITIES|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.8884484969256,151.18179666031375,73,6,12.166666666666666
NSW,CAMPSIE,HOUSING|SUPPORT & COUNSELLING,-33.91230772045667,151.10285325215548,149,30,4.966666666666667
NSW,CANLEY HEIGHTS,HOUSING,-33.88262976636914,150.92398986791633,19,0,0
NSW,CANLEY VALE,HOUSING,-33.88629824411017,150.94768600812515,80,5,16
NSW,CANOWINDRA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-33.53376369954986,148.64072852939486,0,2,0
NSW,CANTERBURY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.9123607757657,151.11606188764625,36,0,0
NSW,CANTON BEACH,HOUSING,-33.27577237840535,151.54688831745622,10,1,10
NSW,CARCOAR,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.616644879278645,149.13602086938573,0,3,0
