State,Suburb,Reason for seeking support,lat,lon,Service Demand,Service Supply,Demand to Supply Ratio
WA,BEECHBORO,ALCOHOL & OTHER DRUGS|DISABILITIES|EMPLOYMENT|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-31.86838575626765,115.93865683365522,32,1,32
WA,BEELIAR,HOUSING,-32.1276813,115.797088,6,0,0
WA,BELDON,ALCOHOL & OTHER DRUGS|EMPLOYMENT|HEALTH|HOUSING|SUPPORT & COUNSELLING,-31.77468068150552,115.7629473128281,10,1,10
WA,BELLEVUE,HOUSING,-31.9048992,116.0378202,14,0,0
WA,BELMONT,DISABILITIES|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-31.949811454621436,115.93126274571569,38,2,19
WA,BENGER,HOUSING|SUPPORT & COUNSELLING,-33.18064793474033,115.84690993034091,1,0,0
WA,BENTLEY,HOUSING|SUPPORT & COUNSELLING,-32.00516960579211,115.90674415556036,14,7,2
WA,BERTRAM,HOUSING,-32.24465321550216,115.84512640860927,1,0,0
WA,BEVERLEY,HEALTH|HOUSING,-32.09927045599296,116.8922741947826,4,1,4
WA,BIBRA LAKE,HOUSING,-32.099285625402224,115.81850813430907,0,1,0
WA,BICTON,HOUSING,-32.02652280305742,115.78588480600622,3,1,3
WA,BINNINGUP,FAMILY VIOLENCE|HOUSING|LAW,-33.1351721210919,115.72359636004008,17,0,0
WA,BLUFF POINT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-28.737035756451153,114.62229169973506,0,2,0
WA,BODDINGTON,HOUSING,-32.81373641182365,116.4607660101345,8,0,0
WA,BOORAGOON,HOUSING,-32.03953807775596,115.83367562528366,4,1,4
WA,BOULDER,HOUSING,-30.77723628232619,121.48463825457918,4,0,0
WA,BOUVARD,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.68862164955177,115.6440908532085,6,0,0
WA,BOYANUP,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.482539751542376,115.71492729547852,1,0,0
WA,BREMER BAY,HOUSING|SUPPORT & COUNSELLING,-34.38214071544751,119.21222745059563,0,1,0
WA,BRENTWOOD,HOUSING|SUPPORT & COUNSELLING,-32.0435210696729,115.85244757447028,25,0,0
WA,BRIDGETOWN,HOUSING|SUPPORT & COUNSELLING,-33.954449453143724,116.1312138359412,2,2,1
WA,BROCKMAN,HOUSING,-24.879063173360652,113.65138590187993,1,0,0
WA,BROOKDALE,HOUSING,-32.163843899999996,115.99707420000001,3,0,0
WA,BROOKTON,DISABILITIES|HEALTH|HOUSING,-32.35068971218269,117.00561090672863,0,4,0
WA,BROOME,HOUSING,-17.961433860704837,122.23585168079721,36,25,1.44
WA,BULGARRA,HOUSING,-20.72983979517418,116.84923258898505,5,0,0
WA,BULL CREEK,HOUSING|SUPPORT & COUNSELLING,-32.05624394866314,115.86245986982048,1,5,0.2
WA,BULLSBROOK,HEALTH|HOUSING|SUPPORT & COUNSELLING,-31.663254117682406,116.02858470741823,2,1,2
WA,BUNBURY,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING|SUPPORT & COUNSELLING,-33.32563665937133,115.63964874016479,71,19,3.736842105263158
WA,BUREKUP,HOUSING,-33.331476108884644,115.8352710829871,1,0,0
WA,BURSWOOD,DISABILITIES|EMPLOYMENT|HOUSING|SUPPORT & COUNSELLING,-31.955837957199805,115.89313047503695,3,1,3
WA,BUSSELTON,HOUSING,-33.65524946607703,115.3498277608068,18,5,3.6
WA,BUTLER,FAMILY VIOLENCE|HOUSING|LAW,-31.643040004146588,115.70435434940983,26,0,0
WA,BYFORD,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.224774222520814,116.00217828352507,9,0,0
WA,CABLE BEACH,HOUSING,-17.95053856497731,122.21000660408387,3,0,0
WA,CALISTA,ALCOHOL & OTHER DRUGS|FAMILY VIOLENCE|FOOD|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-32.246460350682575,115.8029373543766,0,1,0
WA,CAMILLO,HOUSING|SUPPORT & COUNSELLING,-32.11296062445232,116.00203819098388,9,1,9
WA,CANNING MILLS,FAMILY VIOLENCE|HOUSING|LAW,-32.05745058782762,116.09577958619528,1,0,0
WA,CANNING VALE,HOUSING,-32.0855997,115.9152633,7,0,0
WA,CANNINGTON,HOUSING,-32.016008899696374,115.93675443759756,69,6,11.5
WA,CAPEL,HOUSING,-33.55707652513579,115.56961460967189,1,0,0
WA,CAREY PARK,HOUSING,-33.35477609032785,115.65305831704083,1,0,0
WA,CARLISLE,HOUSING,-31.97943995007851,115.91810368675374,23,2,11.5
WA,CARNARVON,EMPLOYMENT|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-24.882297758342112,113.67109025554784,19,5,3.8
WA,CARRAMAR,HOUSING,-31.699685435774985,115.78298460668607,0,3,0
WA,CARROLUP,FAMILY VIOLENCE|HOUSING|LAW,-33.72234556507179,117.39853524753038,6,0,0
WA,CASUARINA,HOUSING|SUPPORT & COUNSELLING,-32.253155,115.857435,8,0,0
WA,CATABY,HOUSING,-30.72678569500409,115.49307019324738,1,0,0
WA,CENTENNIAL PARK,HEALTH|HOUSING|SUPPORT & COUNSELLING,-35.011861195118726,117.87949440274757,0,1,0
WA,CHAMPION LAKES,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.1044064,116.0042702,1,0,0
WA,CHITTERING,HOUSING,-31.480269343321396,116.05635375898552,9,0,0
WA,CHURCHLANDS,HOUSING,-31.92160877264343,115.7929467503508,56,0,0
WA,CITY BEACH,HOUSING,-31.935348518512075,115.76526957584595,2,0,0
WA,CLAREMONT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.981099745299172,115.78211407417638,1,0,0
WA,CLARKSON,HOUSING,-31.68629971766391,115.72590079418033,25,0,0
WA,CLOVERDALE,HOUSING,-31.962776494133248,115.94433143363045,43,4,10.75
WA,COCKBURN CENTRAL,FOOD|HOUSING,-32.12128650798596,115.84779113463232,32,1,32
WA,COLLIE,HOUSING|LAW|SUPPORT & COUNSELLING,-33.36013900369669,116.14843152374307,9,1,9
WA,COLLINGWOOD HEIGHTS,HOUSING,-34.993404003723604,117.91950826820187,1,0,0
WA,COLLINGWOOD PARK,HOUSING,-35.003844977552696,117.92389411741689,1,0,0
WA,COMO,HOUSING,-31.99970923977143,115.86763154207046,7,2,3.5
WA,COODANUP,HOUSING,-32.55924655627095,115.75090319662921,1,1,1
WA,COOKERNUP,HOUSING|SUPPORT & COUNSELLING,-33.00102271288071,115.86027120223255,8,0,0
WA,COOLADAR HILL,HOUSING,-28.541085624322843,118.16893459941842,2,0,0
WA,COOLBELLUP,EMPLOYMENT|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-32.08124443152739,115.80607925721016,88,4,22
WA,COOLBINIA,HOUSING|SUPPORT & COUNSELLING,-31.91386177348894,115.85385277084745,1,0,0
WA,COOLGARDIE,HOUSING,-30.948223421714758,121.15347006484511,2,0,0
WA,COOLOONGUP,HOUSING,-32.3010591,115.7661878,12,0,0
WA,CORRIGIN,HOUSING|SUPPORT & COUNSELLING,-32.335658563896416,117.88983612778046,0,1,0
WA,COTTESLOE,DISABILITIES|HOUSING|SUPPORT & COUNSELLING,-31.994401892905596,115.75807648936582,4,4,1
WA,CRAIGIE,HOUSING|SUPPORT & COUNSELLING,-31.788178100000003,115.77655299999998,8,0,0
WA,CULHAM,HOUSING,-31.410681055545634,116.44172692490422,4,0,0
WA,CURRAMBINE,HOUSING,-31.73377820836295,115.74569308434027,3,0,0
WA,DAADENNING CREEK,HOUSING,-31.773400867788965,117.820468915116,4,0,0
WA,DAGLISH,HOUSING,-31.95152773955645,115.80994971110184,10,0,0
WA,DALKEITH,HOUSING,-31.99655250882643,115.79928529946326,2,0,0
WA,DALWALLINU,HOUSING|SUPPORT & COUNSELLING,-30.26147747787008,116.63826617326919,0,3,0
WA,DALYELLUP,HOUSING,-33.408438535345645,115.61474591258302,167,1,167
WA,DANDARAGAN,HOUSING,-30.616475954091094,115.75012725817355,1,0,0
WA,DARCH,FAMILY VIOLENCE|HOUSING|LAW,-31.8115235,115.84076300000001,1,0,0
WA,DARLING DOWNS,HOUSING,-32.1948656919553,115.99010783266675,3,0,0
WA,DARLINGTON,HOUSING|SUPPORT & COUNSELLING,-31.924807414196003,116.08059681308815,5,0,0
WA,DAWESVILLE,FAMILY VIOLENCE|HOUSING|LAW,-32.6204136,115.6404793,1,0,0
WA,DAYTON,HOUSING,-31.8545338885008,115.97431129942109,37,0,0
WA,DENMARK,FAMILY VIOLENCE|HOUSING|LAW,-34.9749217299553,117.35608066831131,14,0,0
WA,DERBY,HOUSING|SUPPORT & COUNSELLING,-17.378570553971464,123.7177588960809,11,6,1.8333333333333333
WA,DIANELLA,HOUSING|SUPPORT & COUNSELLING,-31.888253319317826,115.87197232560203,37,0,0
WA,DONGARA,DISABILITIES|HEALTH|HOUSING,-29.241737422339227,114.93004258368292,0,1,0
WA,DONNELLY RIVER,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.08948616851385,115.9528153900691,3,0,0
WA,DONNYBROOK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.55831024388883,115.81588668545619,3,0,0
WA,DOUBLEVIEW,HOUSING,-31.896343173944388,115.78162439554187,2,0,0
WA,DRYSDALE RIVER,HOUSING,-14.877942541857312,126.70449758918998,2,0,0
WA,DUDLEY PARK,HOUSING,-32.55393318553806,115.7405486512627,3,0,0
WA,DUNCRAIG,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.832802986319756,115.77640770007918,5,3,1.6666666666666667
WA,DUNSBOROUGH,HOUSING|SUPPORT & COUNSELLING,-33.60823360206869,115.09394996645247,4,0,0
WA,DURACK,DISABILITIES|HOUSING,-16.345489727510135,127.57521855147392,1,0,0
WA,DWELLINGUP,HOUSING,-32.73684412918383,116.07633141946206,2,0,0
WA,EAGLE BAY,FAMILY VIOLENCE|HOUSING|LAW,-33.56268675162353,115.06208931476374,7,0,0
WA,EAST AUGUSTA,HOUSING,-34.311875229226786,115.17510562415961,1,0,0
WA,EAST BUNBURY,DISABILITIES|HOUSING,-33.3415923,115.6614707,2,0,0
WA,EAST CANNINGTON,HOUSING,-32.00902725644516,115.95884245373296,95,0,0
WA,EAST FREMANTLE,FAMILY VIOLENCE|HOUSING|LAW,-32.0429042,115.7744762,4,0,0
WA,EAST PERTH,ALCOHOL & OTHER DRUGS|HEALTH|HOUSING|SUPPORT & COUNSELLING,-31.958256328943545,115.87716209477001,91,24,3.7916666666666665
WA,EAST PINGELLY,DISABILITIES|HOUSING,-32.51192259963543,117.32441797562075,9,0,0
WA,EAST VICTORIA PARK,HOUSING|LAW,-31.988907918657198,115.90386702047691,4,3,1.3333333333333333
WA,EAST WICKEPIN,HOUSING,-32.7723293329374,117.71190512588812,1,0,0
WA,EATON,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-33.31229538167556,115.71673921448335,9,1,9
WA,EDEN HILL,HOUSING,-31.8920676,115.9529876,6,0,0
WA,EGLINTON,HOUSING|SUPPORT & COUNSELLING,-31.584261285402025,115.66755645864545,13,0,0
WA,ELGIN,HOUSING|SUPPORT & COUNSELLING,-33.53828446274134,115.6334098494635,4,0,0
WA,ELLENBROOK,HOUSING,-31.763626107184148,115.97500465382319,23,2,11.5
WA,EMBLETON,FAMILY VIOLENCE|HOUSING|LAW,-31.90213943240355,115.91121697200175,57,0,0
WA,ESPERANCE,HOUSING,-33.86081122688198,121.88958448470981,3,4,0.75
WA,FALCON,HOUSING,-32.584461337249266,115.67007524328892,1,0,0
WA,FIMISTON,DISABILITIES|HOUSING,-30.778549158248016,121.50485582312861,2,0,0
WA,FINUCANE,DISABILITIES|HOUSING,-20.3019260198914,118.56856443981245,22,0,0
WA,FITZROY CROSSING,HOUSING,-18.18305199623198,125.56872515364988,2,1,2
WA,FLOREAT,HOUSING,-31.939189695158152,115.79173189790193,21,0,0
WA,FORREST BEACH,HOUSING,-33.566938367542576,115.4889825543273,4,0,0
WA,FORRESTDALE,HOUSING,-32.1408564,115.96277570000001,5,0,0
WA,FORRESTFIELD,DISABILITIES|HOUSING,-31.983828828711278,116.00738766447702,44,0,0
WA,FREMANTLE,HOUSING|LAW,-32.05340806432716,115.7586229237577,228,26,8.76923076923077
WA,FURNISSDALE,FAMILY VIOLENCE|HOUSING|LAW,-32.5601737941271,115.77334251130301,1,0,0
WA,GAP RIDGE,HOUSING,-20.73065816024331,116.79619237350886,5,0,0
WA,GEOGRAPHE,HOUSING|SUPPORT & COUNSELLING,-33.6393269,115.3732024,1,0,0
WA,GERALDTON,FAMILY VIOLENCE|HOUSING|LAW|MENTAL HEALTH|SUPPORT & COUNSELLING,-28.77737178023478,114.61497157952209,49,11,4.454545454545454
WA,GIBB,HOUSING,-16.265352612921834,126.55113672488336,11,0,0
WA,GIBSON DESERT SOUTH,HOUSING,-24.94725916922918,125.9841842115228,0,1,0
WA,GIDGEGANNUP,HOUSING|SUPPORT & COUNSELLING,-31.754257630455278,116.18782301110456,8,0,0
WA,GILROYD,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-25.906320980119407,115.18306598726213,19,0,0
WA,GIRRAWHEEN,HOUSING|SUPPORT & COUNSELLING,-31.84094565344459,115.8396930042713,59,1,59
WA,GLEN FORREST,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-31.919323603879494,116.10725199481993,13,0,0
WA,GLENDALOUGH,FAMILY VIOLENCE|HOUSING|LAW,-31.919889978010097,115.8195055137003,27,0,0
WA,GNOWANGERUP,DISABILITIES|FAMILY VIOLENCE|HOUSING|LAW,-33.93810932344355,118.0036881697051,1,0,0
WA,GOLDEN BAY,HOUSING,-32.42507275006238,115.76069424086647,11,0,0
WA,GOSNELLS,HOUSING|LAW,-32.083160689443645,115.99276103218496,91,6,15.166666666666666
WA,GREENFIELDS,HOUSING,-32.52407310379058,115.76310643378078,2,0,0
WA,GREENMOUNT,HOUSING,-31.90276015628538,116.0557229251004,188,0,0
WA,GREENWOOD,HOUSING,-31.827232841691124,115.80276885310317,4,0,0
WA,GRIMWADE,HOUSING|LAW,-33.695512683551996,116.04607054028307,2,0,0
WA,GUILDERTON,HOUSING,-31.34035503594221,115.51255254580943,2,0,0
WA,GUILDFORD,FOOD|HOUSING,-31.897419293479686,115.97492829431286,2,2,1
WA,HALLS CREEK,FAMILY VIOLENCE|HOUSING|LAW,-18.224490296984193,127.67319008542067,6,3,2
WA,HALLS HEAD,HOUSING,-32.54289399381271,115.69704444319488,2,0,0
WA,HAMERSLEY,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-31.850952543663986,115.81251454165401,6,0,0
WA,HAMILTON HILL,FOOD|HOUSING,-32.084521985667735,115.77948345898487,13,4,3.25
WA,HARVEY,HOUSING|SUPPORT & COUNSELLING,-33.085591181385354,115.88971195116818,5,0,0
WA,HEATHRIDGE,HOUSING,-31.763220999529697,115.76032376743979,3,0,0
WA,HERDSMAN,HOUSING,-31.920091775330608,115.80551775775169,11,0,0
WA,HESTER,HOUSING,-33.902670081517805,116.16066787562875,5,0,0
WA,HIGH WYCOMBE,HOUSING,-31.945274479590665,116.00111648395061,9,0,0
WA,HIGHBURY,HOUSING,-33.08638903513227,117.21313126449402,1,0,0
WA,HIGHGATE,HOUSING,-31.94006073966325,115.87048218347603,24,4,6
WA,HILLARYS,HOUSING,-31.808932320504162,115.74338250389673,27,0,0
WA,HILLMAN,HOUSING,-32.281363747386635,115.76865110668747,103,0,0
WA,HILTON,HOUSING,-32.06804883779188,115.78574295819625,12,0,0
WA,HOCKING,HOUSING|SUPPORT & COUNSELLING,-31.763241,115.816684,1,0,0
WA,HOPE VALLEY,HOUSING,-32.19697743485962,115.81172491442055,1,0,0
WA,HOPELAND,HOUSING,-32.38158122479613,115.88764881116765,3,0,0
WA,HOPETOUN,HOUSING,-33.85932226819077,120.08935627189486,6,0,0
WA,HOVEA,FAMILY VIOLENCE|HOUSING|LAW,-31.9007409,116.0811667,4,0,0
WA,HULONGINE,HOUSING,-31.36296885705654,116.82220428103719,2,0,0
WA,HUNTINGDALE,HOUSING|SUPPORT & COUNSELLING,-32.083128909648444,115.96614974668945,13,0,0
WA,HYDEN,HOUSING,-32.4197226435907,119.12098795056086,2,0,0
WA,INGLEWOOD,FAMILY VIOLENCE|HOUSING|LAW,-31.91662518855759,115.87987765648995,7,2,3.5
WA,INNALOO,HEALTH|HOUSING,-31.892679276338306,115.79544476563055,6,1,6
WA,JANE BROOK,HOUSING,-31.8602523,116.0532101,1,0,0
WA,JARRAHDALE,HOUSING,-32.35666916286145,116.1434012744904,1,0,0
WA,JERRAMUNGUP,HOUSING|SUPPORT & COUNSELLING,-33.97146656243426,119.02482552838548,0,1,0
WA,JINDALEE,HOUSING,-31.64157242481015,115.68480543132699,33,0,0
WA,JOONDALUP,HOUSING|LAW|SUPPORT & COUNSELLING,-31.737677171230548,115.77029599295801,70,9,7.777777777777778
WA,JOONDANNA,HOUSING,-31.910087560107105,115.83727953409152,4,4,1
WA,JURIEN BAY,HOUSING,-30.281862602074572,115.10092525269543,4,0,0
WA,KALAMUNDA,HOUSING,-31.97598380508253,116.05473356655602,4,0,0
WA,KALBARRI,DISABILITIES|HOUSING,-27.683981321750725,114.20242558430968,3,0,0
WA,KALGOORLIE,EMPLOYMENT|HEALTH|HOUSING|LAW|SUPPORT & COUNSELLING,-30.752873460484544,121.46971494529743,21,13,1.6153846153846154
WA,KALLAROO,HOUSING,-31.790790693005622,115.74414691202631,5,0,0
WA,KAMBALDA WEST,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.195180281370607,121.57955891607894,1,0,0
WA,KARAWARA,HOUSING,-32.008619760251634,115.88126671063965,16,0,0
WA,KARDINYA,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-32.06558582413526,115.81484285412297,9,0,0
WA,KARIJINI,FAMILY VIOLENCE|HOUSING|LAW,-22.72936345413901,118.27521726709953,1,0,0
WA,KARNUP,HOUSING,-32.41746058579329,115.79454184617043,3,0,0
WA,KARRAGULLEN,HOUSING,-32.10258011478984,116.13849918978487,52,0,0
WA,KARRAKUP,DISABILITIES|HOUSING,-32.25381355949609,116.06842705005104,30,0,0
WA,KARRATHA,HOUSING,-20.73535002311274,116.84580442236197,18,5,3.6
WA,KARRINYUP,HEALTH|HOUSING,-31.872215717997175,115.7768883233617,0,3,0
WA,KATANNING,HOUSING,-33.690733344449264,117.57687103687255,11,4,2.75
WA,KELMSCOTT,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-32.1151333041735,116.0254715132722,14,1,14
WA,KENWICK,HOUSING,-32.02716613847636,115.98112502378163,6,0,0
WA,KEWDALE,HOUSING,-31.978855312871147,115.95177020781875,14,0,0
WA,KIARA,HOUSING|SUPPORT & COUNSELLING,-31.881598105815932,115.93896528029342,7,0,0
WA,KINGS PARK,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.962542325329622,115.83145219710697,9,0,0
WA,KINGSLEY,HEALTH|HOUSING,-31.810481357973806,115.80100264689263,0,1,0
WA,KINROSS,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.717988276014108,115.73829384450723,26,2,13
WA,KOJONUP,HOUSING,-33.83821094039424,117.1788600123745,2,0,0
WA,KOOJAN,HOUSING,-30.807698194844278,116.07315385523928,8,0,0
WA,KOONDOOLA,HOUSING,-31.841388908104587,115.8665801401002,9,0,0
WA,KOONGAMIA,HOUSING,-31.906568925169132,116.04226532641853,7,0,0
WA,KUNUNURRA,HOUSING|LAW|SUPPORT & COUNSELLING,-15.578573062631314,128.8461861325001,19,12,1.5833333333333333
WA,KURNALPI,HOUSING,-30.36981426137413,121.99883359488504,1,0,0
WA,KWINANA TOWN CENTRE,FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-32.24799296604196,115.81458095989946,13,1,13
WA,LAKE CLIFTON,HOUSING,-32.8494109714443,115.71796611361735,6,0,0
WA,LAKELANDS,DISABILITIES|FAMILY VIOLENCE|HEALTH|HOUSING|LAW|MENTAL HEALTH,-32.473155,115.7675426,3,0,0
WA,LANCELIN,HOUSING,-31.023717794115907,115.35597328118286,2,0,0
WA,LANDSDALE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.817771210068642,115.86399745824642,5,0,0
WA,LANGFORD,HOUSING,-32.04112115116357,115.94146837556914,9,0,0
WA,LAVERTON,HOUSING|SUPPORT & COUNSELLING,-28.708567372120125,122.5653927278319,1,0,0
WA,LEEDERVILLE,HOUSING,-31.931967686760082,115.84102945551774,8,1,8
WA,LEEMING,HOUSING,-32.07577727136978,115.86727293991673,13,0,0
WA,LESMURDIE,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.00755687111812,116.04525931941556,0,2,0
WA,LOCKRIDGE,HOUSING|LAW|SUPPORT & COUNSELLING,-31.88191495088603,115.95032755462418,6,1,6
WA,LOCKYER,HOUSING|SUPPORT & COUNSELLING,-35.00606039810829,117.85580117021209,1,0,0
WA,LOL GRAY,HOUSING,-32.74010551904372,117.02824438102576,2,0,0
WA,LYNWOOD,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.04013793169623,115.9288368101063,18,0,0
WA,MADDINGTON,HOUSING|SUPPORT & COUNSELLING,-32.04764160446006,115.99580495715894,51,3,17
WA,MADELEY,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-31.810970741702803,115.82779377521622,85,0,0
WA,MAIDA VALE,HOUSING,-31.95636392718846,116.02294219591293,27,0,0
WA,MANDURAH,EMPLOYMENT|HEALTH|HOUSING|LAW,-32.52649070938063,115.73279875621162,130,27,4.814814814814815
WA,MANJIMUP,HOUSING,-34.24553791613082,116.14427721702624,1,1,1
WA,MANNING,HOUSING,-32.013376337832035,115.86986814105873,1,0,0
WA,MARANGAROO,EMPLOYMENT|HOUSING,-31.827653462415636,115.83758467652274,9,1,9
WA,MARGARET RIVER,HOUSING,-33.96885061835612,115.05540086286668,2,0,0
WA,MARTIN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.07722580000001,116.0295671,2,0,0
WA,MAYLANDS,HEALTH|HOUSING,-31.93696430289974,115.90015198662799,44,7,6.285714285714286
WA,MCBEATH,HOUSING|SUPPORT & COUNSELLING,-18.242894435267033,127.68673069390972,5,0,0
WA,MCKAIL,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-34.98531475380999,117.8301001261283,53,0,0
WA,MEADOW,FAMILY VIOLENCE|HOUSING|LAW,-26.82723805261727,114.63213826502589,2,0,0
WA,MEADOW SPRINGS,HOUSING,-32.496732284488125,115.75385700904721,187,0,0
WA,MEDA,FAMILY VIOLENCE|HOUSING|LAW,-17.319256308160043,124.0542600596306,7,0,0
WA,MEDINA,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH,-32.2340484019637,115.79899873753878,5,2,2.5
WA,MEEKATHARRA,HOUSING,-26.445619933350073,118.7117415422922,5,1,5
WA,MELALEUCA,FAMILY VIOLENCE|HOUSING|LAW,-31.71304845096682,115.91681175363593,3,0,0
WA,MELVILLE,FOOD|HOUSING,-32.04047690261701,115.80129621350692,18,1,18
WA,MENORA,DISABILITIES|HOUSING,-31.918826237165067,115.86220059466312,13,0,0
WA,MERREDIN,HOUSING,-31.480594596898896,118.30442381812003,1,1,1
WA,MERRIWA,FAMILY VIOLENCE|HOUSING|LAW,-31.664938416666395,115.71272822161194,1,0,0
WA,MIDDLE SWAN,DISABILITIES|HEALTH|HOUSING|MENTAL HEALTH|SUPPORT & COUNSELLING,-31.858955609578242,116.01995209438701,14,2,7
WA,MIDLAND,FAMILY VIOLENCE|HOUSING|LAW|SUPPORT & COUNSELLING,-31.88954142119774,116.01052115778177,93,12,7.75
WA,MIDVALE,FAMILY VIOLENCE|HOUSING|LAW,-31.8868394,116.0208282,5,0,0
WA,MILING,FAMILY VIOLENCE|HOUSING|LAW,-30.41981642116843,116.37798245999724,1,0,0
WA,MILLARS WELL,HOUSING,-20.73470235387223,116.81756822637082,1,0,0
WA,MINDARIE,HOUSING,-31.68908863804645,115.70748143059951,4,1,4
WA,MIRRABOOKA,HOUSING|SUPPORT & COUNSELLING,-31.85961773816387,115.86593561806774,22,5,4.4
WA,MITCHELL PLATEAU,HOUSING,-14.705481014831205,125.88965528929855,1,0,0
